=== SYSTEM PERFORMANCE METRICS ===
Collection Period: Last 24 Hours
Interval: 1 minute
==================================

[2026-04-05 10:19:11] CPU: 146189806000% | Memory: 23038454071296 MB | Disk Read: 1113759713000 MB/s | Disk Write: 635494804000 MB/s | Network In: 619422105000 Mbps | Network Out: 186177528900 Mbps | Active Connections: 399
[2026-04-05 02:24:11] CPU: 108248358900% | Memory: 18231059808256 MB | Disk Read: 1561182222000 MB/s | Disk Write: 698455056800 MB/s | Network In: 263811128500 Mbps | Network Out: 82659126600 Mbps | Active Connections: 283
[2026-04-05 02:23:11] CPU: 182775069600% | Memory: 4762919256064 MB | Disk Read: 484613111000 MB/s | Disk Write: 467396440800 MB/s | Network In: 135195677000 Mbps | Network Out: 520779734100 Mbps | Active Connections: 228
[2026-04-05 02:22:11] CPU: 145385698800% | Memory: 1652384251904 MB | Disk Read: 300222707000 MB/s | Disk Write: 222021204800 MB/s | Network In: 368448131500 Mbps | Network Out: 360688496400 Mbps | Active Connections: 105
[2026-04-05 02:21:11] CPU: 142882585000% | Memory: 10386170232832 MB | Disk Read: 352491378000 MB/s | Disk Write: 1289243720800 MB/s | Network In: 150546307000 Mbps | Network Out: 117413257500 Mbps | Active Connections: 271
[2026-04-05 02:20:11] CPU: 84449592400% | Memory: 27259197734912 MB | Disk Read: 1033214285000 MB/s | Disk Write: 680919344800 MB/s | Network In: 59332795500 Mbps | Network Out: 147255069000 Mbps | Active Connections: 423
[2026-04-05 02:19:11] CPU: 155532603000% | Memory: 7622631784448 MB | Disk Read: 105110041000 MB/s | Disk Write: 233973132000 MB/s | Network In: 710095836500 Mbps | Network Out: 613288986300 Mbps | Active Connections: 175
[2026-04-05 02:18:11] CPU: 147007558700% | Memory: 34332354117632 MB | Disk Read: 1835111094000 MB/s | Disk Write: 1620920679200 MB/s | Network In: 866788147000 Mbps | Network Out: 392342543400 Mbps | Active Connections: 427
[2026-04-05 02:17:11] CPU: 14068691300% | Memory: 17847236018176 MB | Disk Read: 1877985842000 MB/s | Disk Write: 1168219554400 MB/s | Network In: 52188068500 Mbps | Network Out: 259733769900 Mbps | Active Connections: 322
[2026-04-05 02:16:11] CPU: 105674242200% | Memory: 13445177081856 MB | Disk Read: 1721902001000 MB/s | Disk Write: 1594615358400 MB/s | Network In: 217628835500 Mbps | Network Out: 420867238800 Mbps | Active Connections: 110
[2026-04-05 02:15:11] CPU: 17133423400% | Memory: 5815472095232 MB | Disk Read: 602697130000 MB/s | Disk Write: 725174950400 MB/s | Network In: 437800153000 Mbps | Network Out: 350897060100 Mbps | Active Connections: 393
[2026-04-05 02:14:11] CPU: 185578380600% | Memory: 22315484430336 MB | Disk Read: 649221129000 MB/s | Disk Write: 18997530400 MB/s | Network In: 862122503000 Mbps | Network Out: 579190198500 Mbps | Active Connections: 438
[2026-04-05 02:13:11] CPU: 68662311400% | Memory: 24161205010432 MB | Disk Read: 78634808000 MB/s | Disk Write: 417004839200 MB/s | Network In: 830513870000 Mbps | Network Out: 258918265800 Mbps | Active Connections: 476
[2026-04-05 02:12:11] CPU: 108859216500% | Memory: 13812207681536 MB | Disk Read: 180635339000 MB/s | Disk Write: 825919275200 MB/s | Network In: 802241777000 Mbps | Network Out: 292752425700 Mbps | Active Connections: 117
[2026-04-05 02:11:11] CPU: 203242186500% | Memory: 23810894544896 MB | Disk Read: 1018132171000 MB/s | Disk Write: 959339754400 MB/s | Network In: 971897040500 Mbps | Network Out: 554673854400 Mbps | Active Connections: 364
[2026-04-05 02:10:11] CPU: 10629070200% | Memory: 31211304386560 MB | Disk Read: 1291219052000 MB/s | Disk Write: 1400483061600 MB/s | Network In: 430806885000 Mbps | Network Out: 396760145700 Mbps | Active Connections: 195
[2026-04-05 02:09:11] CPU: 149075054100% | Memory: 2439254491136 MB | Disk Read: 1861968148000 MB/s | Disk Write: 1258791798400 MB/s | Network In: 915034373000 Mbps | Network Out: 165670400100 Mbps | Active Connections: 180
[2026-04-05 02:08:11] CPU: 196402420300% | Memory: 11833439158272 MB | Disk Read: 879497676000 MB/s | Disk Write: 721846869600 MB/s | Network In: 224367883000 Mbps | Network Out: 256674364500 Mbps | Active Connections: 257
[2026-04-05 02:07:11] CPU: 82267421700% | Memory: 12756188135424 MB | Disk Read: 1740486240000 MB/s | Disk Write: 1330495260800 MB/s | Network In: 178541249500 Mbps | Network Out: 626297547600 Mbps | Active Connections: 212
[2026-04-05 02:06:11] CPU: 175762125300% | Memory: 34758492127232 MB | Disk Read: 870479823000 MB/s | Disk Write: 601743886400 MB/s | Network In: 708909412000 Mbps | Network Out: 626878247400 Mbps | Active Connections: 50
[2026-04-05 02:05:11] CPU: 174704946800% | Memory: 30874682982400 MB | Disk Read: 801620008000 MB/s | Disk Write: 1404849893600 MB/s | Network In: 146829673000 Mbps | Network Out: 282701594100 Mbps | Active Connections: 248
[2026-04-05 02:04:11] CPU: 74528149300% | Memory: 2911072174080 MB | Disk Read: 326503357000 MB/s | Disk Write: 510116716800 MB/s | Network In: 312523749000 Mbps | Network Out: 527549175000 Mbps | Active Connections: 320
[2026-04-05 02:03:11] CPU: 61775281300% | Memory: 10890579836928 MB | Disk Read: 332165803000 MB/s | Disk Write: 214058936800 MB/s | Network In: 188580199000 Mbps | Network Out: 214702407600 Mbps | Active Connections: 137
[2026-04-05 02:02:11] CPU: 81602106200% | Memory: 28420768415744 MB | Disk Read: 327058880000 MB/s | Disk Write: 80121976000 MB/s | Network In: 976921661500 Mbps | Network Out: 615153384600 Mbps | Active Connections: 156
[2026-04-05 02:01:11] CPU: 123495223200% | Memory: 8725484175360 MB | Disk Read: 487917539000 MB/s | Disk Write: 1627489844800 MB/s | Network In: 863973409500 Mbps | Network Out: 516262262400 Mbps | Active Connections: 189
[2026-04-05 02:00:11] CPU: 123111343600% | Memory: 2241104478208 MB | Disk Read: 1433632120000 MB/s | Disk Write: 889390218400 MB/s | Network In: 800596333000 Mbps | Network Out: 185900447400 Mbps | Active Connections: 354
[2026-04-05 01:59:11] CPU: 145112938300% | Memory: 2020390584320 MB | Disk Read: 1303094516000 MB/s | Disk Write: 851479896800 MB/s | Network In: 162146270500 Mbps | Network Out: 471822764700 Mbps | Active Connections: 455
[2026-04-05 01:58:11] CPU: 45128751500% | Memory: 33392002138112 MB | Disk Read: 315427407000 MB/s | Disk Write: 1278646804800 MB/s | Network In: 922371551500 Mbps | Network Out: 16869469800 Mbps | Active Connections: 336
[2026-04-05 01:57:11] CPU: 109723391200% | Memory: 27986807259136 MB | Disk Read: 1219743717000 MB/s | Disk Write: 189982127200 MB/s | Network In: 740119009500 Mbps | Network Out: 364825562100 Mbps | Active Connections: 119
[2026-04-05 01:56:11] CPU: 123226775400% | Memory: 25450168598528 MB | Disk Read: 2091523504000 MB/s | Disk Write: 164444216000 MB/s | Network In: 1015369103000 Mbps | Network Out: 301351404300 Mbps | Active Connections: 489
[2026-04-05 01:55:11] CPU: 97949494700% | Memory: 18070789783552 MB | Disk Read: 1901082224000 MB/s | Disk Write: 438766992800 MB/s | Network In: 157702604500 Mbps | Network Out: 336649722600 Mbps | Active Connections: 134
[2026-04-05 01:54:11] CPU: 178340916700% | Memory: 13158534004736 MB | Disk Read: 643161260000 MB/s | Disk Write: 1310865344800 MB/s | Network In: 299030378500 Mbps | Network Out: 413152294500 Mbps | Active Connections: 103
[2026-04-05 01:53:11] CPU: 140122827500% | Memory: 15974898532352 MB | Disk Read: 2084261533000 MB/s | Disk Write: 775108363200 MB/s | Network In: 928469239500 Mbps | Network Out: 503545073400 Mbps | Active Connections: 380
[2026-04-05 01:52:11] CPU: 40677487000% | Memory: 2814983258112 MB | Disk Read: 1670796066000 MB/s | Disk Write: 587679445600 MB/s | Network In: 673340467500 Mbps | Network Out: 423247949100 Mbps | Active Connections: 351
[2026-04-05 01:51:11] CPU: 161587225000% | Memory: 5748336951296 MB | Disk Read: 1900757077000 MB/s | Disk Write: 295452292000 MB/s | Network In: 826721059500 Mbps | Network Out: 615060314400 Mbps | Active Connections: 129
[2026-04-05 01:50:11] CPU: 206210112700% | Memory: 13423029747712 MB | Disk Read: 209767026000 MB/s | Disk Write: 1612561956800 MB/s | Network In: 894213526000 Mbps | Network Out: 371913761400 Mbps | Active Connections: 413
[2026-04-05 01:49:11] CPU: 132174173600% | Memory: 16498437275648 MB | Disk Read: 709592349000 MB/s | Disk Write: 10449782400 MB/s | Network In: 948760388500 Mbps | Network Out: 264230298600 Mbps | Active Connections: 458
[2026-04-05 01:48:11] CPU: 175849191500% | Memory: 34772392329216 MB | Disk Read: 1094318141000 MB/s | Disk Write: 1606538634400 MB/s | Network In: 953496952000 Mbps | Network Out: 621814650300 Mbps | Active Connections: 84
[2026-04-05 01:47:11] CPU: 91899306500% | Memory: 6660919754752 MB | Disk Read: 1133897523000 MB/s | Disk Write: 1661363751200 MB/s | Network In: 622605993500 Mbps | Network Out: 309883621800 Mbps | Active Connections: 223
[2026-04-05 01:46:11] CPU: 91086451400% | Memory: 29704828960768 MB | Disk Read: 721741362000 MB/s | Disk Write: 1654141886400 MB/s | Network In: 534353995500 Mbps | Network Out: 555274008300 Mbps | Active Connections: 109
[2026-04-05 01:45:11] CPU: 22680389000% | Memory: 11236853874688 MB | Disk Read: 1270816422000 MB/s | Disk Write: 1390899968000 MB/s | Network In: 929431603000 Mbps | Network Out: 279495380700 Mbps | Active Connections: 298
[2026-04-05 01:44:11] CPU: 87303273700% | Memory: 21342731714560 MB | Disk Read: 1037434017000 MB/s | Disk Write: 1554436675200 MB/s | Network In: 805624453000 Mbps | Network Out: 593812922400 Mbps | Active Connections: 175
[2026-04-05 01:43:11] CPU: 179131001900% | Memory: 10530016411648 MB | Disk Read: 803878779000 MB/s | Disk Write: 90675742400 MB/s | Network In: 206215916500 Mbps | Network Out: 207864312600 Mbps | Active Connections: 460
[2026-04-05 01:42:11] CPU: 78646447000% | Memory: 12842621648896 MB | Disk Read: 1381341724000 MB/s | Disk Write: 811186816800 MB/s | Network In: 448771296500 Mbps | Network Out: 244220640300 Mbps | Active Connections: 430
[2026-04-05 01:41:11] CPU: 58017257000% | Memory: 31049622618112 MB | Disk Read: 1936230532000 MB/s | Disk Write: 1225388593600 MB/s | Network In: 20232951000 Mbps | Network Out: 537161337300 Mbps | Active Connections: 134
[2026-04-05 01:40:11] CPU: 59638135800% | Memory: 9163670142976 MB | Disk Read: 1598952673000 MB/s | Disk Write: 1010847924800 MB/s | Network In: 852068266000 Mbps | Network Out: 283604889900 Mbps | Active Connections: 146
[2026-04-05 01:39:11] CPU: 13028161900% | Memory: 15918499266560 MB | Disk Read: 49317871000 MB/s | Disk Write: 676529059200 MB/s | Network In: 282785599500 Mbps | Network Out: 355184104500 Mbps | Active Connections: 234
[2026-04-05 01:38:11] CPU: 20734071700% | Memory: 31917943406592 MB | Disk Read: 1952442804000 MB/s | Disk Write: 710085809600 MB/s | Network In: 161245739500 Mbps | Network Out: 458188008600 Mbps | Active Connections: 419
[2026-04-05 01:37:11] CPU: 34925330900% | Memory: 6072124817408 MB | Disk Read: 658688627000 MB/s | Disk Write: 1064496838400 MB/s | Network In: 1025971269000 Mbps | Network Out: 321642267000 Mbps | Active Connections: 104
[2026-04-05 01:36:11] CPU: 107806611900% | Memory: 16154055032832 MB | Disk Read: 48325592000 MB/s | Disk Write: 420083324000 MB/s | Network In: 364763873000 Mbps | Network Out: 230003301600 Mbps | Active Connections: 305
[2026-04-05 01:35:11] CPU: 97295668700% | Memory: 13423201026048 MB | Disk Read: 1705335426000 MB/s | Disk Write: 1644264553600 MB/s | Network In: 1005305997500 Mbps | Network Out: 56860101300 Mbps | Active Connections: 451
[2026-04-05 01:34:11] CPU: 38096073600% | Memory: 20095890423808 MB | Disk Read: 1198214512000 MB/s | Disk Write: 1590555424800 MB/s | Network In: 910390366000 Mbps | Network Out: 45903143100 Mbps | Active Connections: 258
[2026-04-05 01:33:11] CPU: 188173606900% | Memory: 17494612279296 MB | Disk Read: 2051280078000 MB/s | Disk Write: 294199888800 MB/s | Network In: 890753999500 Mbps | Network Out: 550844525700 Mbps | Active Connections: 171
[2026-04-05 01:32:11] CPU: 212851600500% | Memory: 13605085577216 MB | Disk Read: 1401242140000 MB/s | Disk Write: 654111560000 MB/s | Network In: 927781599500 Mbps | Network Out: 44909729100 Mbps | Active Connections: 59
[2026-04-05 01:31:11] CPU: 172434863600% | Memory: 33539385262080 MB | Disk Read: 122925067000 MB/s | Disk Write: 541519222400 MB/s | Network In: 46098326000 Mbps | Network Out: 213787098900 Mbps | Active Connections: 345
[2026-04-05 01:30:11] CPU: 90364862900% | Memory: 14735415427072 MB | Disk Read: 1935175170000 MB/s | Disk Write: 594534004000 MB/s | Network In: 1054971052500 Mbps | Network Out: 314413063800 Mbps | Active Connections: 155
[2026-04-05 01:29:11] CPU: 212001208000% | Memory: 26177568980992 MB | Disk Read: 1512321448000 MB/s | Disk Write: 726825704800 MB/s | Network In: 680654112000 Mbps | Network Out: 399950880900 Mbps | Active Connections: 444
[2026-04-05 01:28:11] CPU: 144101020300% | Memory: 256815235072 MB | Disk Read: 1908531548000 MB/s | Disk Write: 330271437600 MB/s | Network In: 10772144500 Mbps | Network Out: 101009725200 Mbps | Active Connections: 281
[2026-04-05 01:27:11] CPU: 175647820800% | Memory: 24307358580736 MB | Disk Read: 599272299000 MB/s | Disk Write: 1206387227200 MB/s | Network In: 10846380500 Mbps | Network Out: 191150571000 Mbps | Active Connections: 389
[2026-04-05 01:26:11] CPU: 74087643900% | Memory: 2958306639872 MB | Disk Read: 1519653853000 MB/s | Disk Write: 1437541716800 MB/s | Network In: 132346666000 Mbps | Network Out: 410834605800 Mbps | Active Connections: 450
[2026-04-05 01:25:11] CPU: 45623033600% | Memory: 10881321385984 MB | Disk Read: 712155706000 MB/s | Disk Write: 618104101600 MB/s | Network In: 749186381000 Mbps | Network Out: 259672044600 Mbps | Active Connections: 456
[2026-04-05 01:24:11] CPU: 152064377000% | Memory: 27259828862976 MB | Disk Read: 1443667960000 MB/s | Disk Write: 345131011200 MB/s | Network In: 854676105000 Mbps | Network Out: 367201511100 Mbps | Active Connections: 147
[2026-04-05 01:23:11] CPU: 7126408100% | Memory: 21624380440576 MB | Disk Read: 1840095008000 MB/s | Disk Write: 713902607200 MB/s | Network In: 58679237500 Mbps | Network Out: 184315744200 Mbps | Active Connections: 215
[2026-04-05 01:22:11] CPU: 155343321800% | Memory: 16022593159168 MB | Disk Read: 279944649000 MB/s | Disk Write: 1051097160800 MB/s | Network In: 730070018500 Mbps | Network Out: 154042364100 Mbps | Active Connections: 208
[2026-04-05 01:21:11] CPU: 177661301500% | Memory: 6864796712960 MB | Disk Read: 126125535000 MB/s | Disk Write: 636734265600 MB/s | Network In: 13105094000 Mbps | Network Out: 576027822300 Mbps | Active Connections: 299
[2026-04-05 01:20:11] CPU: 130966580200% | Memory: 4929566392320 MB | Disk Read: 1590855188000 MB/s | Disk Write: 475259765600 MB/s | Network In: 286618609500 Mbps | Network Out: 361372167900 Mbps | Active Connections: 56
[2026-04-05 01:19:11] CPU: 157318700000% | Memory: 26122333257728 MB | Disk Read: 578478331000 MB/s | Disk Write: 1120501964000 MB/s | Network In: 216173133000 Mbps | Network Out: 567686847600 Mbps | Active Connections: 86
[2026-04-05 01:18:11] CPU: 141264801800% | Memory: 34155452055552 MB | Disk Read: 943621999000 MB/s | Disk Write: 95241546400 MB/s | Network In: 807436730000 Mbps | Network Out: 158541955800 Mbps | Active Connections: 495
[2026-04-05 01:17:11] CPU: 11479875100% | Memory: 11949634535424 MB | Disk Read: 1863893414000 MB/s | Disk Write: 1325352776800 MB/s | Network In: 827239289500 Mbps | Network Out: 433422356700 Mbps | Active Connections: 332
[2026-04-05 01:16:11] CPU: 178502029700% | Memory: 22703678930944 MB | Disk Read: 1160914582000 MB/s | Disk Write: 1466734677600 MB/s | Network In: 431756426500 Mbps | Network Out: 398868456900 Mbps | Active Connections: 184
[2026-04-05 01:15:11] CPU: 48371060700% | Memory: 8371255574528 MB | Disk Read: 677639650000 MB/s | Disk Write: 7833189600 MB/s | Network In: 418066031000 Mbps | Network Out: 608974273200 Mbps | Active Connections: 485
[2026-04-05 01:14:11] CPU: 158205579900% | Memory: 14561515110400 MB | Disk Read: 1028322451000 MB/s | Disk Write: 262181104800 MB/s | Network In: 758135564500 Mbps | Network Out: 114303253200 Mbps | Active Connections: 401
[2026-04-05 01:13:11] CPU: 21170978400% | Memory: 27426216460288 MB | Disk Read: 156029528000 MB/s | Disk Write: 1058418138400 MB/s | Network In: 818277368500 Mbps | Network Out: 103346843100 Mbps | Active Connections: 133
[2026-04-05 01:12:11] CPU: 90940070700% | Memory: 22999907549184 MB | Disk Read: 1418859818000 MB/s | Disk Write: 946030452800 MB/s | Network In: 152762891000 Mbps | Network Out: 128458888800 Mbps | Active Connections: 403
[2026-04-05 01:11:11] CPU: 142058871300% | Memory: 263060963328 MB | Disk Read: 678708931000 MB/s | Disk Write: 1676548059200 MB/s | Network In: 348574396000 Mbps | Network Out: 624548541600 Mbps | Active Connections: 51
[2026-04-05 01:10:11] CPU: 188212530400% | Memory: 23006097080320 MB | Disk Read: 1231683728000 MB/s | Disk Write: 1549783610400 MB/s | Network In: 543686652500 Mbps | Network Out: 213804122400 Mbps | Active Connections: 175
[2026-04-05 01:09:11] CPU: 185041637200% | Memory: 22715373682688 MB | Disk Read: 168237924000 MB/s | Disk Write: 253378392000 MB/s | Network In: 712131098000 Mbps | Network Out: 351320494200 Mbps | Active Connections: 207
[2026-04-05 01:08:11] CPU: 158814128900% | Memory: 5756044296192 MB | Disk Read: 1705058925000 MB/s | Disk Write: 1386031923200 MB/s | Network In: 43626687000 Mbps | Network Out: 535683072600 Mbps | Active Connections: 200
[2026-04-05 01:07:11] CPU: 196129439200% | Memory: 27810352152576 MB | Disk Read: 784609339000 MB/s | Disk Write: 1192732086400 MB/s | Network In: 320922676000 Mbps | Network Out: 508674436200 Mbps | Active Connections: 72
[2026-04-05 01:06:11] CPU: 22699642900% | Memory: 8932271865856 MB | Disk Read: 1354205290000 MB/s | Disk Write: 479048708000 MB/s | Network In: 469464001000 Mbps | Network Out: 187113920700 Mbps | Active Connections: 481
[2026-04-05 01:05:11] CPU: 8255955300% | Memory: 21778645270528 MB | Disk Read: 1455264853000 MB/s | Disk Write: 1486331774400 MB/s | Network In: 679063410500 Mbps | Network Out: 359159890800 Mbps | Active Connections: 203
[2026-04-05 01:04:11] CPU: 76145528700% | Memory: 9043606896640 MB | Disk Read: 2086478576000 MB/s | Disk Write: 59912370400 MB/s | Network In: 945159497500 Mbps | Network Out: 362399843700 Mbps | Active Connections: 481
[2026-04-05 01:03:11] CPU: 63693301900% | Memory: 7826446352384 MB | Disk Read: 1957438431000 MB/s | Disk Write: 903066615200 MB/s | Network In: 425675404500 Mbps | Network Out: 336891200700 Mbps | Active Connections: 187
